metro,date,home_values,rent_index,inventory,new_construction_sales,sales_count,mean_sale_price,years_to_save_downpayment,homeowner_affordability,renter_affordability,days_on_market,median_sale_to_list_ratio
"Washington, DC",06/30/2013,"$345,705",,,,"8,918","$445,239",8,0.2466,,,
"Washington, DC",06/30/2014,"$368,350",,,,"8,463","$455,306",8,0.2692,,,
"Washington, DC",06/30/2015,"$373,966","$1,709",,,"9,934","$447,274",8,0.2647,0.2230,,
"Washington, DC",06/30/2016,"$383,262","$1,738",,,"10,814","$454,405",8,0.2573,0.2217,,
"Washington, DC",06/30/2017,"$396,635","$1,782",,,"11,352","$472,571",8,0.2627,0.2189,,
"Washington, DC",06/30/2018,"$410,336","$1,822","26,325","1,556","10,494","$484,325",8,0.2783,0.2168,38,1.0000
"Washington, DC",06/30/2019,"$424,656","$1,880","22,998","1,313","9,840","$490,171",8,0.2585,0.2149,31,1.0000
"Washington, DC",06/30/2020,"$442,524","$1,896","16,559","1,338","9,077","$506,585",8,0.2437,0.2088,28,1.0000
"Washington, DC",06/30/2021,"$501,430","$1,931","18,289","1,479","13,296","$592,474",9,0.2608,0.2093,13,1.0189
"Washington, DC",06/30/2022,"$544,417","$2,130","16,216","1,225","10,111","$629,849",9,0.3364,0.2187,13,1.0085
"Washington, DC",06/30/2023,"$537,934","$2,202","11,503","1,028","7,815","$645,281",9,0.3512,0.2149,18,1.0044
"Washington, DC",06/30/2024,"$562,378","$2,308","13,020",820,"6,941","$695,703",9,0.3598,0.2163,17,1.0010
"Washington, DC",06/30/2025,"$571,393","$2,376","17,490",644,"7,395","$714,885",9,0.3548,0.2156,25,1.0000
"Washington, DC",07/31/2012,"$321,565",,,,"6,739","$402,102",7,0.2203,,,
"Washington, DC",07/31/2013,"$348,108",,,,"8,298","$433,600",8,0.2560,,,
"Washington, DC",07/31/2014,"$368,653",,,,"7,800","$443,033",8,0.2679,,,
"Washington, DC",07/31/2015,"$374,454","$1,713",,,"9,169","$440,712",8,0.2659,0.2227,,
"Washington, DC",07/31/2016,"$383,444","$1,742",,,"9,131","$441,984",8,0.2540,0.2215,,
"Washington, DC",07/31/2017,"$396,607","$1,784",,,"9,276","$456,744",8,0.2634,0.2186,,
"Washington, DC",07/31/2018,"$411,371","$1,827","25,145","1,241","9,190","$469,461",8,0.2772,0.2167,37,1.0000
"Washington, DC",07/31/2019,"$425,043","$1,885","22,900","1,192","9,456","$487,479",8,0.2574,0.2150,34,1.0000
"Washington, DC",07/31/2020,"$443,014","$1,895","16,944","1,386","10,193","$533,039",8,0.2402,0.2073,28,1.0000
"Washington, DC",07/31/2021,"$504,961","$1,967","19,390","1,220","11,835","$575,680",9,0.2581,0.2105,14,1.0100
"Washington, DC",07/31/2022,"$544,374","$2,154","16,872",981,"8,181","$605,573",9,0.3312,0.2184,16,1.0000
"Washington, DC",07/31/2023,"$541,307","$2,219","11,465","1,012","6,242","$631,996",9,0.3557,0.2147,18,1.0002
"Washington, DC",07/31/2024,"$562,942","$2,323","13,498",883,"6,949","$671,688",9,0.3573,0.2167,19,1.0000
"Washington, DC",07/31/2025,"$570,390","$2,375","17,973",632,"6,831","$698,752",9,0.3506,0.2150,28,1.0000
"Washington, DC",08/31/2012,"$323,550",,,,"7,002","$394,023",7,0.2224,,,
"Washington, DC",08/31/2013,"$350,429",,,,"7,945","$420,712",8,0.2606,,,
"Washington, DC",08/31/2014,"$368,743",,,,"7,292","$427,773",8,0.2669,,,
"Washington, DC",08/31/2015,"$375,198","$1,711",,,"8,036","$428,314",8,0.2627,0.2222,,
"Washington, DC",08/31/2016,"$383,529","$1,744",,,"9,237","$439,666",8,0.2533,0.2215,,
"Washington, DC",08/31/2017,"$396,896","$1,784",,,"9,174","$448,255",8,0.2610,0.2182,,
"Washington, DC",08/31/2018,"$412,320","$1,831","23,728","1,492","8,764","$467,175",8,0.2775,0.2168,36,1.0000
"Washington, DC",08/31/2019,"$425,644","$1,886","21,973","1,311","8,754","$475,960",8,0.2539,0.2149,37,1.0000
"Washington, DC",08/31/2020,"$445,170","$1,891","16,828","1,183","9,984","$528,156",8,0.2391,0.2062,26,1.0000
"Washington, DC",08/31/2021,"$506,194","$1,997","19,739","1,313","11,253","$556,010",9,0.2566,0.2119,16,1.0002
"Washington, DC",08/31/2022,"$541,174","$2,165","16,759","1,092","8,082","$592,536",9,0.3222,0.2177,20,1.0000
"Washington, DC",08/31/2023,"$544,044","$2,228","11,232","1,025","6,550","$621,054",9,0.3629,0.2147,19,1.0000
"Washington, DC",08/31/2024,"$563,463","$2,330","13,337",852,"6,428","$662,349",9,0.3468,0.2169,22,1.0000
"Washington, DC",08/31/2025,"$569,847","$2,370","17,595",598,"6,290","$681,040",9,0.3458,0.2145,32,1.0000
"Washington, DC",09/30/2012,"$325,814",,,,"5,465","$382,370",7,0.2208,,,
"Washington, DC",09/30/2013,"$352,727",,,,"6,437","$408,713",8,0.2630,,,
"Washington, DC",09/30/2014,"$369,218",,,,"6,345","$402,885",8,0.2682,,,
"Washington, DC",09/30/2015,"$376,270","$1,710",,,"7,305","$417,814",8,0.2626,0.2224,,
"Washington, DC",09/30/2016,"$383,802","$1,740",,,"7,743","$411,313",8,0.2531,0.2211,,
"Washington, DC",09/30/2017,"$397,782","$1,782",,,"7,697","$420,085",8,0.2592,0.2180,,
"Washington, DC",09/30/2018,"$413,520","$1,826","23,421","1,218","6,605","$442,134",8,0.2791,0.2162,38,1.0000
"Washington, DC",09/30/2019,"$426,258","$1,887","21,266","1,192","7,387","$460,837",8,0.2539,0.2155,39,1.0000
"Washington, DC",09/30/2020,"$449,373","$1,878","17,165","1,275","10,090","$525,799",8,0.2407,0.2057,25,1.0000
"Washington, DC",09/30/2021,"$505,621","$2,015","19,858","1,185","10,096","$541,309",9,0.2584,0.2149,19,1.0000
"Washington, DC",09/30/2022,"$536,591","$2,165","16,434",956,"7,038","$558,357",9,0.3433,0.2175,24,1.0000
"Washington, DC",09/30/2023,"$545,784","$2,230","11,208",920,"5,432","$591,187",9,0.3665,0.2148,20,1.0000
"Washington, DC",09/30/2024,"$564,898","$2,328","13,319",754,"5,417","$642,504",9,0.3387,0.2171,25,1.0000
"Washington, DC",09/30/2025,"$569,904","$2,360","17,457",567,"5,798","$653,612",9,0.3392,0.2140,35,1.0000
"Washington, DC",10/31/2012,"$328,343",,,,"5,768","$365,337",7,0.2192,,,
"Washington, DC",10/31/2013,"$355,264",,,,"6,569","$391,891",8,0.2579,,,
"Washington, DC",10/31/2014,"$369,847",,,,"6,571","$415,122",8,0.2657,,,
"Washington, DC",10/31/2015,"$377,593","$1,706",,,"7,049","$407,900",8,0.2609,0.2225,,
"Washington, DC",10/31/2016,"$384,856","$1,735",,,"7,503","$415,423",8,0.2531,0.2206,,
"Washington, DC",10/31/2017,"$399,189","$1,777",,,"7,870","$439,008",8,0.2613,0.2178,,
"Washington, DC",10/31/2018,"$414,446","$1,824","23,196","1,273","7,409","$444,882",8,0.2836,0.2162,42,1.0000
"Washington, DC",10/31/2019,"$427,250","$1,881","20,799","1,301","7,899","$470,700",8,0.2562,0.2157,40,1.0000
"Washington, DC",10/31/2020,"$454,767","$1,861","17,313","1,353","10,355","$526,343",8,0.2427,0.2056,22,1.0000
"Washington, DC",10/31/2021,"$505,492","$2,025","19,315","1,197","10,061","$563,545",9,0.2633,0.2182,21,1.0000
"Washington, DC",10/31/2022,"$533,458","$2,149","15,803",953,"6,207","$579,668",9,0.3630,0.2168,28,1.0000
"Washington, DC",10/31/2023,"$546,924","$2,226","11,263",958,"5,316","$603,668",9,0.3784,0.2151,22,1.0000
"Washington, DC",10/31/2024,"$566,986","$2,319","13,456",862,"6,278","$646,818",9,0.3461,0.2172,27,1.0000
"Washington, DC",10/31/2025,"$570,504","$2,346","17,627",607,"6,168","$684,858",9,0.3361,0.2135,37,1.0000
"Washington, DC",11/30/2012,"$330,911",,,,"6,214","$385,937",7,0.2193,,,
"Washington, DC",11/30/2013,"$357,673",,,,"5,376","$401,085",8,0.2609,,,
"Washington, DC",11/30/2014,"$370,671",,,,"5,198","$411,061",8,0.2653,,,
"Washington, DC",11/30/2015,"$378,973","$1,705",,,"5,905","$418,722",8,0.2647,0.2228,,
"Washington, DC",11/30/2016,"$386,574","$1,729",,,"7,283","$413,137",8,0.2600,0.2201,,
"Washington, DC",11/30/2017,"$400,747","$1,773",,,"7,110","$435,864",8,0.2622,0.2175,,
"Washington, DC",11/30/2018,"$415,385","$1,823","22,306","1,188","6,954","$453,944",8,0.2841,0.2163,46,0.9972
"Washington, DC",11/30/2019,"$428,710","$1,876","19,646","1,069","6,587","$478,519",8,0.2571,0.2160,43,1.0000
"Washington, DC",11/30/2020,"$460,711","$1,841","16,643","1,201","8,971","$522,861",9,0.2445,0.2052,22,1.0000
"Washington, DC",11/30/2021,"$506,292","$2,026","17,691","1,121","9,907","$558,207",9,0.2644,0.2208,24,1.0000
"Washington, DC",11/30/2022,"$531,760","$2,133","14,801",918,"5,291","$572,368",9,0.3581,0.2164,32,1.0000
"Washington, DC",11/30/2023,"$547,583","$2,217","11,062",881,"4,793","$598,581",9,0.3725,0.2153,25,1.0000
"Washington, DC",11/30/2024,"$569,304","$2,309","13,195",802,"5,165","$648,570",9,0.3574,0.2174,30,1.0000
"Washington, DC",11/30/2025,"$571,467","$2,330","17,094",563,"4,952","$672,023",9,0.3354,0.2129,40,1.0000
"Washington, DC",12/31/2012,"$332,941",,,,"5,554","$387,065",8,0.2205,,,
"Washington, DC",12/31/2013,"$359,750",,,,"6,136","$407,237",8,0.2667,,,
"Washington, DC",12/31/2014,"$371,129",,,,"6,460","$416,457",8,0.2622,,,
"Washington, DC",12/31/2015,"$380,238","$1,700",,,"7,366","$412,920",8,0.2657,0.2228,,
"Washington, DC",12/31/2016,"$388,657","$1,727",,,"7,361","$427,342",8,0.2702,0.2199,,
"Washington, DC",12/31/2017,"$402,457","$1,770",,,"6,699","$447,374",8,0.2634,0.2172,,
"Washington, DC",12/31/2018,"$416,304","$1,829","20,022","1,264","6,469","$457,578",8,0.2783,0.2165,54,0.9940
"Washington, DC",12/31/2019,"$430,742","$1,876","17,128","1,331","7,100","$479,398",8,0.2590,0.2163,49,1.0000
"Washington, DC",12/31/2020,"$466,352","$1,830","14,649","1,291","9,294","$522,282",9,0.2443,0.2040,23,1.0000
"Washington, DC",12/31/2021,"$508,452","$2,025","14,628","1,394","9,207","$555,370",9,0.2646,0.2211,27,1.0000
"Washington, DC",12/31/2022,"$531,096","$2,119","12,891",969,"5,039","$547,620",9,0.3437,0.2157,37,1.0000
"Washington, DC",12/31/2023,"$548,144","$2,210","9,977",871,"4,425","$600,335",9,0.3538,0.2154,30,1.0000
"Washington, DC",12/31/2024,"$571,379","$2,302","11,813","1,041","5,444","$635,774",9,0.3554,0.2176,34,1.0000
"Washington, DC",12/31/2025,"$572,404","$2,319","15,372",686,"5,399","$663,841",9,0.3338,0.2123,47,1.0000
